id,timestamp,temperature,humidity,pressure,status,location
143,2026-03-02T16:35:00Z,26.18873645370,55,996.15430137060,active,Room-44
144,2026-03-02T18:18:00Z,23.6921719210,75,1003.15695762930,active,Room-45
145,2026-03-02T21:45:00Z,15.6463126560,85,980.7163058230,active,Room-46
146,2026-03-02T13:21:00Z,30.1246687720,71,1010.6269604860,active,Room-47
147,2026-03-02T10:18:00Z,27.11034558300,59,985.15366244910,active,Room-48
148,2026-03-02T16:50:00Z,21.13559355270,53,991.13825612080,active,Room-49
149,2026-03-02T18:49:00Z,15.11264921980,50,998.3838961620,active,Room-50
150,2026-03-02T20:54:00Z,21.20112371630,51,992.9041348280,active,Room-1
151,2026-03-02T22:52:00Z,24.20500340490,64,996.17824261660,active,Room-2
152,2026-03-02T15:14:00Z,24.19680058330,79,1012.13939813430,active,Room-3
153,2026-03-02T11:24:00Z,34.7172709200,80,1010.18658313270,active,Room-4
154,2026-03-02T18:49:00Z,29.8488952610,49,996.14090904630,active,Room-5
155,2026-03-02T11:26:00Z,18.15543470140,42,1018.8815546910,active,Room-6
156,2026-03-02T22:15:00Z,32.19817364540,43,1003.5347260930,active,Room-7
157,2026-03-02T16:17:00Z,16.7211258480,47,1018.7120387360,active,Room-8
158,2026-03-02T14:27:00Z,26.20488368010,79,1009.17049081560,active,Room-9
159,2026-03-02T15:17:00Z,29.11196994060,48,991.2046487420,active,Room-10
160,2026-03-02T20:39:00Z,32.6481215350,89,1011.11061234490,active,Room-11
161,2026-03-02T17:44:00Z,17.20996351540,52,994.16002332200,active,Room-12
162,2026-03-02T17:56:00Z,17.10983096390,57,991.9058957680,active,Room-13
163,2026-03-02T14:39:00Z,22.2419817530,78,1000.15963518830,active,Room-14
164,2026-03-02T19:22:00Z,34.11101402170,55,1014.7111594040,active,Room-15
165,2026-03-02T20:31:00Z,26.20162571530,75,1003.9192141380,active,Room-16
166,2026-03-02T12:56:00Z,32.16023243790,63,1007.11722655130,active,Room-17
167,2026-03-02T14:52:00Z,21.12126248080,75,986.103061630,active,Room-18
168,2026-03-02T22:24:00Z,22.18884959290,58,1015.5052625160,active,Room-19
169,2026-03-02T12:47:00Z,19.9643576130,51,1017.2963359810,active,Room-20
170,2026-03-02T12:30:00Z,28.2062139750,37,980.15368898180,active,Room-21
171,2026-03-02T15:34:00Z,20.9888776360,73,1011.11470424810,active,Room-22
172,2026-03-02T14:41:00Z,31.4325021570,35,997.2130586180,active,Room-23
173,2026-03-02T14:35:00Z,20.809214360,44,1012.15604025110,active,Room-24
174,2026-03-02T12:16:00Z,30.18877390390,67,1004.483078910,active,Room-25
175,2026-03-02T22:10:00Z,21.1943969640,89,986.10283634410,active,Room-26
176,2026-03-02T17:42:00Z,20.21174869970,89,982.11295410630,active,Room-27
177,2026-03-02T11:13:00Z,25.1013912210,66,1002.18697098970,active,Room-28
178,2026-03-02T13:11:00Z,20.9976994260,63,981.17723876890,active,Room-29
179,2026-03-02T17:43:00Z,34.16913565330,75,1006.7257266670,active,Room-30
180,2026-03-02T18:18:00Z,25.2154474410,67,999.2728863640,active,Room-31
181,2026-03-02T22:48:00Z,18.1808902230,67,1005.21148587760,active,Room-32
182,2026-03-02T19:43:00Z,21.10941390580,50,999.15773962460,active,Room-33
183,2026-03-02T11:33:00Z,22.15131364370,74,981.7852633310,active,Room-34
184,2026-03-02T11:20:00Z,22.6792777150,59,1008.11591090,active,Room-35
185,2026-03-02T13:54:00Z,18.15296744680,31,1018.17265399490,active,Room-36
186,2026-03-02T22:37:00Z,24.4838411620,68,987.19681826860,active,Room-37
187,2026-03-02T15:23:00Z,25.9882687680,67,980.12009696050,active,Room-38
188,2026-03-02T18:52:00Z,30.18218351680,51,1019.11397946760,active,Room-39
189,2026-03-02T22:11:00Z,17.7789759530,85,999.9713588200,active,Room-40
190,2026-03-02T15:35:00Z,25.4253574680,59,1009.2402317170,active,Room-41
191,2026-03-02T18:50:00Z,18.14717047180,55,988.6195293450,active,Room-42
192,2026-03-02T21:30:00Z,27.20290935830,40,1009.5297979720,active,Room-43
193,2026-03-02T17:54:00Z,32.245022070,71,989.7608354810,active,Room-44
194,2026-03-02T16:37:00Z,30.16289275610,82,1006.1556213210,active,Room-45
195,2026-03-02T16:30:00Z,25.20596626880,33,1012.16352458680,active,Room-46
196,2026-03-02T21:54:00Z,28.21185404070,63,1011.6152510610,active,Room-47
197,2026-03-02T16:51:00Z,23.4484884960,39,994.14514215560,active,Room-48
198,2026-03-02T16:16:00Z,26.14954911930,76,994.10079108800,active,Room-49
199,2026-03-02T11:16:00Z,32.6416298420,38,989.10564497660,active,Room-50
200,2026-03-02T12:43:00Z,31.8475797910,64,1011.20233118450,active,Room-1
201,2026-03-02T11:29:00Z,20.10942772120,47,1009.12319318270,active,Room-2
202,2026-03-02T20:56:00Z,25.9306704410,53,983.19151127800,active,Room-3
203,2026-03-02T21:25:00Z,34.10495214880,49,1008.12655177560,active,Room-4
204,2026-03-02T15:12:00Z,28.15679209340,76,990.7327627750,active,Room-5
205,2026-03-02T18:57:00Z,24.17879882410,38,981.20533209360,active,Room-6
206,2026-03-02T16:43:00Z,25.8531349870,49,983.12802155630,active,Room-7
207,2026-03-02T16:10:00Z,31.8743767550,55,1004.5344106850,active,Room-8
208,2026-03-02T11:49:00Z,24.2021546170,57,1010.4041929890,active,Room-9
209,2026-03-02T15:17:00Z,18.10297375940,58,1002.9116425340,active,Room-10
210,2026-03-02T17:53:00Z,32.15538760580,48,993.2273353840,active,Room-11
211,2026-03-02T13:31:00Z,24.15237750280,60,1005.9159544490,active,Room-12
212,2026-03-02T15:45:00Z,28.11388140310,35,999.6029850590,active,Room-13
213,2026-03-02T17:20:00Z,24.10146681930,80,988.11605869620,active,Room-14
214,2026-03-02T19:21:00Z,28.18133296000,36,1009.14808117140,active,Room-15
215,2026-03-02T20:38:00Z,29.15743197900,45,995.6478178880,active,Room-16
216,2026-03-02T21:10:00Z,21.7117399060,38,989.4947447380,active,Room-17
217,2026-03-02T19:17:00Z,30.16000484110,56,988.20832653790,active,Room-18
218,2026-03-02T11:19:00Z,24.19959767980,34,980.19408694200,active,Room-19
219,2026-03-02T14:22:00Z,26.10958107380,81,994.4100098110,active,Room-20
220,2026-03-02T10:35:00Z,24.6546517740,63,1001.1675643330,active,Room-21
221,2026-03-02T11:47:00Z,24.4527892040,33,984.14919719580,active,Room-22
222,2026-03-02T14:11:00Z,27.3285372090,64,1015.4679086010,active,Room-23
223,2026-03-02T13:28:00Z,26.14430674080,60,999.8539766310,active,Room-24
224,2026-03-02T17:58:00Z,24.2547632770,69,1014.7322139890,active,Room-25
225,2026-03-02T19:51:00Z,18.17462327020,62,1009.11362184190,active,Room-26
226,2026-03-02T21:38:00Z,23.16109454380,66,987.6722942980,active,Room-27
227,2026-03-02T21:57:00Z,25.12535651850,65,980.18555816050,active,Room-28
228,2026-03-02T18:53:00Z,25.18580948940,62,988.20332524250,active,Room-29
229,2026-03-02T17:40:00Z,23.11613460660,49,987.4856685090,active,Room-30
230,2026-03-02T15:22:00Z,25.6629999170,37,987.12208230050,active,Room-31
231,2026-03-02T21:27:00Z,30.9522345630,61,986.14454711550,active,Room-32
232,2026-03-02T22:40:00Z,17.7576908620,43,1013.16681662210,active,Room-33
233,2026-03-02T22:16:00Z,32.1554153850,73,1006.15485537650,active,Room-34
234,2026-03-02T21:55:00Z,29.1273152970,74,1000.18148825380,active,Room-35
235,2026-03-02T12:11:00Z,18.14026767160,76,994.20472548850,active,Room-36
236,2026-03-02T22:58:00Z,24.7874795050,47,1018.15930951650,active,Room-37
237,2026-03-02T19:24:00Z,34.18650484410,86,1007.20018119010,active,Room-38
238,2026-03-02T21:21:00Z,24.5403391020,60,1013.14311246010,active,Room-39
239,2026-03-02T16:12:00Z,22.20976049080,48,981.7676961400,active,Room-40
240,2026-03-02T10:13:00Z,32.15291760270,64,980.12028991010,active,Room-41
241,2026-03-02T21:48:00Z,30.8979880780,82,1000.648553980,active,Room-42
242,2026-03-02T17:39:00Z,16.19613494190,49,1017.14979069500,active,Room-43
243,2026-03-02T19:11:00Z,26.9179811010,33,1007.16041224920,active,Room-44
244,2026-03-02T19:42:00Z,21.10098310580,81,994.10051068080,active,Room-45
245,2026-03-02T11:47:00Z,19.15547264090,57,1011.7042205060,active,Room-46
246,2026-03-02T22:10:00Z,19.8062344590,88,1003.5665001220,active,Room-47
247,2026-03-02T14:29:00Z,20.16983764360,67,1018.12157324050,active,Room-48
248,2026-03-02T22:48:00Z,21.14886264370,30,996.13282996980,active,Room-49
249,2026-03-02T21:38:00Z,21.11091640710,86,984.15508791690,active,Room-50
250,2026-03-02T10:32:00Z,20.7490377750,69,1001.19963520210,active,Room-1
251,2026-03-02T14:14:00Z,20.12123895700,30,985.19003948240,active,Room-2
252,2026-03-02T14:26:00Z,34.6732147100,35,989.2198332230,active,Room-3
253,2026-03-02T13:13:00Z,15.17752422230,42,1001.8967391020,active,Room-4
254,2026-03-02T21:22:00Z,20.5014782670,89,1008.7202764070,active,Room-5
255,2026-03-02T18:36:00Z,15.14223698500,87,1013.4889400040,active,Room-6
256,2026-03-02T16:56:00Z,19.11400473900,59,997.6113568080,active,Room-7
257,2026-03-02T20:18:00Z,22.7794896100,33,980.14503835630,active,Room-8
258,2026-03-02T10:29:00Z,17.18148180000,39,998.2681086940,active,Room-9
259,2026-03-02T17:14:00Z,15.3440111630,70,987.6655426470,active,Room-10
260,2026-03-02T13:30:00Z,26.15004344400,45,988.1582754990,active,Room-11
261,2026-03-02T18:27:00Z,23.3039934830,86,997.14559321360,active,Room-12
262,2026-03-02T20:50:00Z,15.13840424930,60,989.18256041460,active,Room-13
263,2026-03-02T17:13:00Z,33.21431339330,62,995.14746257980,active,Room-14
264,2026-03-02T17:23:00Z,29.21404570800,70,1010.16372462160,active,Room-15
265,2026-03-02T16:13:00Z,28.7602155270,53,999.19594373490,active,Room-16
266,2026-03-02T11:26:00Z,17.13683184430,77,1001.19065793340,active,Room-17
267,2026-03-02T17:17:00Z,33.20253861090,56,983.13935263290,active,Room-18
268,2026-03-02T15:58:00Z,16.14469755860,32,998.16106151400,active,Room-19
269,2026-03-02T11:58:00Z,27.4731655710,61,990.7704541220,active,Room-20
270,2026-03-02T14:51:00Z,21.20667751680,89,990.12373287960,active,Room-21
271,2026-03-02T19:11:00Z,28.15274982520,87,991.19542317520,active,Room-22
272,2026-03-02T16:49:00Z,17.10314993150,57,995.11594408320,active,Room-23
273,2026-03-02T13:11:00Z,21.6827175540,61,992.13466576330,active,Room-24
274,2026-03-02T21:33:00Z,16.5567744050,44,1016.5172893920,active,Room-25
275,2026-03-02T15:36:00Z,28.17526598700,37,1013.11454053800,active,Room-26
276,2026-03-02T20:58:00Z,21.19331493230,46,1014.2684384010,active,Room-27
277,2026-03-02T20:22:00Z,21.13398455070,89,1017.12679116800,active,Room-28
278,2026-03-02T17:53:00Z,24.13724244790,74,1001.1204339260,active,Room-29
279,2026-03-02T20:30:00Z,15.16255261800,57,980.20810501070,active,Room-30
280,2026-03-02T16:46:00Z,19.3710738360,31,1018.2447682140,active,Room-31
281,2026-03-02T16:45:00Z,20.14186800010,35,1002.2743327580,active,Room-32
282,2026-03-02T21:22:00Z,19.6278936070,77,993.16540453410,active,Room-33
283,2026-03-02T13:55:00Z,22.14278851520,47,985.17826861870,active,Room-34
284,2026-03-02T15:18:00Z,25.16163083110,46,1004.12789850480,active,Room-35
285,2026-03-02T12:35:00Z,34.4665848600,46,996.14157823750,active,Room-36
286,2026-03-02T15:11:00Z,26.13469570880,70,981.6074756790,active,Room-37
287,2026-03-02T14:29:00Z,16.13196360040,68,1007.18694267410,active,Room-38
288,2026-03-02T21:55:00Z,33.9181971300,88,1015.3055029690,active,Room-39
289,2026-03-02T17:57:00Z,19.11130263760,82,998.12542856640,active,Room-40
290,2026-03-02T19:56:00Z,27.18166159700,45,1016.12375757710,active,Room-41
291,2026-03-02T15:53:00Z,34.7205331190,60,997.6478993410,active,Room-42
292,2026-03-02T16:46:00Z,20.4835600210,66,1009.7143111380,active,Room-43
293,2026-03-02T21:50:00Z,30.14818402650,76,1015.12584270170,active,Room-44
294,2026-03-02T18:34:00Z,29.16966935700,69,986.20240967060,active,Room-45
295,2026-03-02T21:14:00Z,16.7113443610,81,1005.9660406850,active,Room-46
296,2026-03-02T21:32:00Z,19.20888222000,88,989.677693900,active,Room-47
297,2026-03-02T15:56:00Z,23.7891980590,54,1005.12500597930,active,Room-48
298,2026-03-02T19:39:00Z,31.6849876790,56,1017.4238512050,active,Room-49
299,2026-03-02T18:48:00Z,30.18411832440,38,1015.778239120,active,Room-50
300,2026-03-02T17:57:00Z,32.15962601970,31,1016.15635458270,active,Room-1
301,2026-03-02T20:53:00Z,23.10648016200,36,1004.5216634590,active,Room-2
302,2026-03-02T10:13:00Z,17.20991441350,82,1001.17823982120,active,Room-3
303,2026-03-02T20:21:00Z,24.18511236550,53,998.4837765750,active,Room-4
304,2026-03-02T19:24:00Z,34.1219010370,38,1018.18804544620,active,Room-5
305,2026-03-02T18:29:00Z,24.4080514050,42,1003.13140851910,active,Room-6
306,2026-03-02T14:29:00Z,24.19889712160,34,994.16156848870,active,Room-7
307,2026-03-02T15:57:00Z,33.18561324460,83,997.19812977540,active,Room-8
308,2026-03-02T17:13:00Z,18.20402892990,78,993.8950353710,active,Room-9
309,2026-03-02T11:50:00Z,29.3941979660,70,1016.20563184530,active,Room-10
310,2026-03-02T15:43:00Z,31.1359266380,61,1012.16904034720,active,Room-11
311,2026-03-02T22:11:00Z,32.4091176160,51,994.8937602410,active,Room-12
312,2026-03-02T17:56:00Z,32.12525442770,36,1005.17018169680,active,Room-13
313,2026-03-02T10:15:00Z,19.16912385340,33,994.20374495900,active,Room-14
314,2026-03-02T10:12:00Z,23.5173532020,49,1013.19753500480,active,Room-15
315,2026-03-02T22:17:00Z,30.1268283890,51,1013.3562758970,active,Room-16
316,2026-03-02T21:38:00Z,25.7171680470,58,997.21280870350,active,Room-17
317,2026-03-02T13:27:00Z,29.7818611080,56,1014.246980630,active,Room-18
318,2026-03-02T19:29:00Z,17.82246180,71,997.6929352800,active,Room-19
319,2026-03-02T21:28:00Z,23.18913674340,32,992.16542521660,active,Room-20
320,2026-03-02T21:37:00Z,31.16402583180,33,1008.9745726630,active,Room-21
321,2026-03-02T11:30:00Z,28.6055631820,60,1008.8793872220,active,Room-22
322,2026-03-02T13:41:00Z,18.671209580,48,980.15234951610,active,Room-23
323,2026-03-02T22:45:00Z,19.5463318590,71,1000.18870634260,active,Room-24
324,2026-03-02T18:30:00Z,20.4629992590,58,1010.6902378100,active,Room-25
325,2026-03-02T22:33:00Z,33.1811696840,38,988.6220776570,active,Room-26
326,2026-03-02T12:36:00Z,26.9601051900,54,1003.9534254910,active,Room-27
327,2026-03-02T10:51:00Z,19.21415411110,39,999.9844428620,active,Room-28
328,2026-03-02T10:23:00Z,32.18567683340,64,1012.13207970160,active,Room-29
329,2026-03-02T22:28:00Z,21.14291836480,32,995.5184464530,active,Room-30
330,2026-03-02T11:41:00Z,20.3286595870,70,997.6274544880,active,Room-31
331,2026-03-02T13:26:00Z,34.15288626490,88,1007.16909735110,active,Room-32
332,2026-03-02T16:19:00Z,22.6618865400,72,997.225771190,active,Room-33
333,2026-03-02T11:27:00Z,24.10787961980,30,1006.2267981660,active,Room-34
334,2026-03-02T18:12:00Z,29.17746267670,87,992.14594279100,active,Room-35
335,2026-03-02T17:18:00Z,19.19128452560,73,996.14178084800,active,Room-36
336,2026-03-02T13:11:00Z,29.6253745110,85,1019.1945522830,active,Room-37
337,2026-03-02T16:47:00Z,17.11807840780,70,1018.16856263190,active,Room-38
338,2026-03-02T15:38:00Z,34.3449679400,85,1012.8899105110,active,Room-39
339,2026-03-02T17:25:00Z,28.20604146570,39,1004.1324629180,active,Room-40
340,2026-03-02T19:41:00Z,31.322614930,58,996.12630663520,active,Room-41
341,2026-03-02T16:43:00Z,20.19911408840,72,1005.6781360510,active,Room-42
342,2026-03-02T12:47:00Z,24.15702054540,36,994.11700379150,active,Room-43
343,2026-03-02T13:53:00Z,30.21311423930,54,987.3490826350,active,Room-44
344,2026-03-02T20:57:00Z,21.4764573080,88,998.18736256910,active,Room-45
345,2026-03-02T20:27:00Z,20.20490734370,76,980.9316243510,active,Room-46
